symbol,date,net_income,depreciation_and_amortization,share_based_compensation,other_operating_activities,operating_cash_flow,capital_expenditures,investing_cash_flow,share_issuance_or_repurchase,other_financing_activities,financing_cash_flow,net_cash_flow,free_cash_flow,free_cash_flow_margin,free_cash_flow_per_share,change_in_investments,debt_issued_or_paid,operating_cash_flow_growth,acquisitions,dividends_paid,other_investing_activities,free_cash_flow_growth,common_stock_issued,share_repurchases
TFSL,2021-01-01,81.01,32.57,13.71,44.13,83.16,1.34,547.36,5.59,151.09,640.22,9.71,81.82,27.65,0.3,615.31,426.9,31.73,,56.64,66.62,42.59,,
TFSL,2020-01-01,83.32,32.82,12.12,6.46,121.8,20.71,147.58,2.32,34.22,46.48,222.89,142.51,48.72,0.52,122.26,22.92,18.25,,55.47,4.6,43.63,,
TFSL,2019-01-01,80.24,22.95,11.78,11.97,103.0,3.78,341.98,10.63,296.88,244.35,5.37,99.22,33.53,0.36,342.94,602.31,11.82,,50.47,4.73,18.49,,
TFSL,2018-01-01,85.41,25.19,11.36,29.84,92.12,8.37,474.86,21.51,108.75,384.3,1.56,83.74,26.71,0.3,472.76,334.69,8.95,,37.63,6.28,13.68,,
TFSL,2017-01-01,88.88,20.89,11.25,19.85,101.17,4.15,754.81,56.53,393.95,690.62,36.98,97.02,30.73,0.35,760.21,1168.82,19.14,,27.71,9.55,28.01,,
TFSL,2016-01-01,80.55,19.37,13.44,28.44,84.91,9.13,454.38,136.06,137.73,445.33,75.87,75.79,24.98,0.27,468.24,742.54,16.83,,23.41,22.98,21.53,,
TFSL,2015-01-01,72.59,17.45,13.98,1.92,102.1,5.52,600.39,176.66,386.75,472.25,26.03,96.58,32.48,0.33,620.78,1055.15,1.36,,19.49,25.92,4.08,,
TFSL,2014-01-01,65.89,13.29,12.16,12.18,103.51,2.82,668.65,101.36,117.35,460.55,104.59,100.69,36.7,0.34,691.59,449.45,26.49,,4.89,25.76,27.03,,
TFSL,2013-01-01,55.96,21.32,11.36,52.18,140.81,2.82,145.19,0.0,579.06,308.26,22.27,137.99,53.07,0.46,122.31,270.79,9.52,,0.0,25.7,6.95,,
GBCI,2022-01-01,303.2,36.49,5.37,125.6,470.66,23.24,1351.78,0.14,731.41,845.43,35.69,447.42,50.32,4.04,1289.79,1734.24,17.72,40.97,157.54,2.22,20.47,,
GBCI,2021-01-01,284.76,32.04,4.35,250.9,572.05,9.44,3906.7,0.27,3264.75,3139.2,195.46,562.61,71.74,5.67,5499.45,19.74,201.8,1600.08,145.56,2.11,216.38,,
GBCI,2020-01-01,266.4,30.79,3.63,111.27,189.55,11.72,3563.7,0.99,3417.12,3676.33,302.18,177.83,24.27,1.87,3583.6,389.49,16.37,31.63,131.26,,15.42,,
GBCI,2019-01-01,210.54,27.08,7.48,18.45,226.65,16.4,42.68,2.9,284.56,56.8,127.17,210.25,33.16,2.38,89.27,219.79,19.26,62.99,124.47,,19.77,,
GBCI,2018-01-01,181.88,22.29,3.12,73.42,280.71,18.64,872.42,0.02,597.82,595.5,3.79,262.07,48.32,3.13,918.43,83.14,10.19,63.31,85.49,1.33,7.14,,
GBCI,2017-01-01,116.38,17.25,2.95,118.16,254.74,10.13,23.66,0.0,90.93,230.93,47.46,244.61,54.78,3.15,51.95,28.29,31.93,18.61,111.72,0.44,32.38,,
GBCI,2016-01-01,121.13,18.26,1.84,51.85,193.09,8.31,421.31,0.0,367.41,187.51,40.71,184.78,44.05,2.42,413.5,95.85,9.23,0.06,84.04,0.44,16.55,,
GBCI,2015-01-01,116.13,17.33,1.7,41.62,176.77,18.22,681.31,0.0,215.41,255.39,249.16,158.55,40.98,2.1,681.08,119.44,3.26,16.85,79.46,1.14,5.82,,
GBCI,2014-01-01,112.76,14.92,0.72,54.34,182.73,14.39,158.89,0.0,456.53,54.88,286.75,168.35,46.59,2.25,175.39,460.46,45.3,2.11,50.94,,48.22,,
GBCI,2013-01-01,95.64,12.89,1.23,224.33,334.1,8.98,149.24,0.0,330.57,514.72,31.38,325.12,101.29,4.44,132.06,139.91,81.78,26.16,44.23,,87.86,,
WAL,2022-01-01,1044.5,74.6,39.8,1073.6,2245.3,141.0,13130.1,157.7,6013.6,11411.8,527.0,2104.3,85.1,19.63,12939.1,5406.7,,50.0,166.2,,,,
WAL,2021-01-01,895.7,50.0,35.1,3638.3,2654.0,69.4,14711.9,540.3,15960.2,15210.6,2155.3,2723.4,137.94,26.52,13618.1,1162.3,,1024.4,127.6,,,,
WAL,2020-01-01,506.6,34.6,28.7,100.3,670.2,26.8,7537.5,71.6,9126.1,9104.4,2237.1,643.4,57.75,6.42,7516.6,151.2,6.63,0.0,101.3,5.9,5.94,,
WAL,2019-01-01,499.2,29.0,26.2,163.4,717.8,33.8,3723.0,120.2,3609.4,2941.2,64.0,684.0,62.97,6.66,3689.2,496.7,32.68,0.0,51.3,,26.88,,
WAL,2018-01-01,435.8,14.3,25.7,65.2,541.0,1.9,2713.4,35.7,2192.5,2254.2,81.8,539.1,57.72,5.15,2713.2,97.4,40.95,0.0,0.0,1.7,43.78,,
WAL,2017-01-01,325.49,13.39,23.55,21.37,383.81,8.86,2955.53,0.85,2408.86,2703.99,132.28,374.95,46.13,3.6,2968.47,294.29,36.76,0.0,0.0,21.8,38.83,,
WAL,2016-01-01,259.8,12.49,20.34,11.99,280.65,10.57,2890.23,56.86,2509.76,2669.44,59.85,270.07,39.02,2.62,1618.32,102.83,27.33,1272.19,0.0,10.84,28.88,,
WAL,2015-01-01,193.49,8.47,19.66,1.95,220.42,10.86,1366.44,30.22,1284.88,1206.27,60.24,209.56,40.37,2.22,1744.44,108.83,31.67,342.43,0.0,46.42,36.54,,
WAL,2014-01-01,146.56,6.17,12.38,0.9,167.4,13.93,1386.01,22.04,1021.55,1077.49,141.12,153.48,37.91,1.77,1399.05,33.91,1.43,0.0,0.0,26.96,4.99,,
WAL,2013-01-01,113.56,6.86,6.15,37.08,165.05,18.87,1173.34,4.6,1045.32,1109.18,100.89,146.18,42.76,1.71,1221.5,59.27,2.8,21.2,0.0,45.82,3.83,,
AVAL,2022-01-01,2482885.0,1090500.0,,3795509.0,222124.0,360771.0,13012475.0,15014.0,615177.0,8570692.0,19609972.0,582895.0,4.26,1628.59,2383969.0,7526234.0,,2638647.0,414267.0,17674320.0,,,
AVAL,2021-01-01,3297736.0,1446352.0,,1157542.0,5901630.0,490323.0,6601941.0,120.0,943107.0,1345950.0,2617294.0,5411307.0,41.14,15136.91,4619366.0,827878.0,41.11,4539.0,1230841.0,1487713.0,43.4,,
AVAL,2020-01-01,2349521.0,1401582.0,,6269615.0,10020718.0,460445.0,7585410.0,51004.0,1325354.0,404449.0,3908299.0,9560273.0,85.62,26767.38,4672463.0,3111048.0,77.83,1345478.0,1330241.0,1107024.0,87.1,,
AVAL,2019-01-01,3034409.0,1298681.0,,1301904.0,5634994.0,525378.0,3063527.0,67097.0,804302.0,895991.0,1715953.0,5109616.0,28.99,14360.0,1667163.0,1242328.0,35.46,3271.0,1266920.0,874257.0,35.22,,
AVAL,2018-01-01,2912694.0,957174.0,,4861694.0,8731562.0,844001.0,3047304.0,920915.0,745932.0,997557.0,6064445.0,7887561.0,47.22,22186.14,1815925.0,44005.0,70.93,11238.0,1128535.0,398616.0,79.93,,
AVAL,2017-01-01,1962414.0,901714.0,,2244188.0,5108316.0,724736.0,3610068.0,0.0,772865.0,1445976.0,143834.0,4383580.0,31.5,12447.12,2399911.0,634414.0,105.56,40093.0,1307525.0,525514.0,152.97,,
AVAL,2016-01-01,2139866.0,779528.0,,434360.0,2485034.0,752206.0,952870.0,0.0,744147.0,66863.0,91973.0,1732828.0,12.25,4941.02,265129.0,2071886.0,78.12,2722.0,1260876.0,463071.0,81.63,,
AVAL,2015-01-01,2041364.0,776017.0,,8537609.0,11354990.0,1920785.0,6746107.0,112050.0,882519.0,2807201.0,5015217.0,9434205.0,73.51,8468.38,4877459.0,760188.0,73.71,26681.0,1276544.0,25456.0,74.6,,
HWC,2022-01-01,524.09,45.62,23.49,248.83,842.02,29.15,662.36,55.09,1402.93,1341.12,163.26,812.88,57.66,9.45,730.87,211.36,43.77,0.0,94.46,39.37,44.6,,
HWC,2021-01-01,463.22,45.78,22.44,54.26,585.69,23.54,3224.58,17.43,2760.66,2513.79,125.11,562.15,40.88,6.47,3227.88,133.51,64.89,0.0,95.93,26.84,77.15,,
HWC,2020-01-01,45.17,50.04,21.11,329.21,355.19,37.87,3177.47,3.56,3889.77,2916.48,94.2,317.32,47.79,3.67,3164.6,881.24,0.92,0.0,95.61,24.99,2.62,,
HWC,2019-01-01,327.38,51.75,20.9,48.08,351.95,42.72,459.02,180.84,633.85,155.81,48.73,309.23,26.58,3.58,410.68,1065.37,21.65,26.95,94.87,32.58,22.4,,
HWC,2018-01-01,323.77,48.58,19.79,57.04,449.18,50.66,846.9,3.63,670.97,394.14,3.58,398.52,36.3,4.67,1074.46,184.37,9.27,262.28,88.84,15.94,1.98,,
HWC,2017-01-01,215.63,50.56,17.63,127.26,411.09,20.3,895.32,15.31,888.55,498.5,14.26,390.79,39.03,4.61,1320.99,322.1,19.53,476.61,83.27,30.65,17.68,,
HWC,2016-01-01,149.3,48.14,14.27,132.21,343.92,11.83,1321.03,262.96,1072.19,1045.93,68.82,332.09,41.55,4.27,1294.65,212.67,45.89,0.0,76.55,14.55,46.82,,
HWC,2015-01-01,131.46,52.95,12.94,38.38,235.73,9.55,2276.43,95.27,1772.7,1988.12,52.58,226.19,28.65,2.89,2310.4,387.7,33.11,0.0,77.01,43.51,34.29,,
HWC,2014-01-01,175.72,57.11,13.96,105.64,352.43,8.21,1910.46,45.13,1212.32,1566.05,8.02,344.21,40.55,4.21,1942.1,479.25,25.57,0.0,80.39,39.85,22.33,,
HWC,2013-01-01,163.36,61.7,13.08,235.4,473.53,30.33,4.5,112.27,383.67,569.09,100.05,443.2,49.57,5.4,63.86,8.06,6.88,0.0,81.21,89.7,9.08,,
IFS,2022-01-01,1660.58,336.23,,3008.88,1012.08,135.04,1393.56,0.0,26.31,1276.22,3681.86,1147.11,19.87,9.94,892.35,551.0,,193.22,751.53,172.96,,,
IFS,2021-01-01,1790.16,279.69,,724.04,1345.8,87.28,2326.5,0.59,30.98,861.7,1842.4,1258.52,23.82,10.9,2068.69,196.28,89.64,0.0,633.85,170.53,90.28,,
IFS,2020-01-01,383.26,268.75,,12341.54,12993.55,52.37,4047.42,2.57,142.37,552.83,8393.3,12941.18,450.02,112.1,3798.99,290.34,678.63,0.0,698.23,196.06,647.88,,
IFS,2019-01-01,1441.26,262.02,,34.51,1668.76,61.62,4.1,683.93,3.25,1064.87,2737.74,1730.38,37.58,15.34,85.02,1038.65,,0.0,654.46,142.54,,,
IFS,2018-01-01,1084.28,164.7,,3294.33,2045.36,158.04,295.53,383.59,96.79,225.68,2115.21,1887.32,46.04,17.09,325.64,449.56,,0.0,510.69,127.93,,,
IFS,2017-01-01,1027.38,145.16,,2233.07,3405.61,84.69,2305.02,90.07,770.77,299.64,800.95,3320.92,95.79,31.11,1399.29,856.84,143.86,660.53,475.77,160.52,147.3,,
UMBF,2022-01-01,431.68,54.02,21.49,262.36,769.55,44.99,3845.39,29.86,3570.57,4580.86,7656.69,724.57,50.66,14.99,4349.02,908.4,44.09,548.62,72.03,,43.68,,
UMBF,2021-01-01,353.02,55.75,21.21,104.11,534.08,29.79,4235.49,13.54,8548.68,9418.41,5717.0,504.3,39.94,10.45,4124.13,922.94,42.96,18.43,66.75,100.0,56.64,,
UMBF,2020-01-01,286.5,62.8,15.12,9.17,373.6,51.65,4491.09,58.58,5448.01,5945.89,1828.4,321.95,27.73,6.69,4340.95,616.74,9.9,0.02,60.28,98.51,17.86,,
UMBF,2019-01-01,243.6,56.26,15.62,24.46,339.93,66.78,2985.16,0.14,2321.98,2640.28,4.95,273.16,25.65,5.6,2902.07,377.59,14.96,18.5,59.44,2.19,12.35,,
UMBF,2018-01-01,195.51,53.12,13.44,33.63,295.7,52.56,1746.55,64.19,1272.96,1408.71,42.14,243.14,25.83,4.93,1685.09,258.22,9.44,8.91,58.28,0.02,17.05,,
UMBF,2017-01-01,247.11,54.88,16.93,7.62,326.53,33.41,478.58,1.41,1452.39,804.35,652.3,293.12,31.13,5.96,549.53,594.75,10.15,164.56,51.88,60.2,18.5,,
UMBF,2016-01-01,158.8,54.56,12.81,70.28,296.44,49.08,1502.44,0.54,1475.68,1450.86,244.86,247.36,28.59,5.07,1446.27,23.67,39.89,0.0,49.04,7.1,55.36,,
UMBF,2015-01-01,116.07,52.75,11.7,31.39,211.91,52.69,1330.24,3.15,520.55,150.21,968.12,159.21,20.75,3.38,1168.25,327.52,13.74,95.35,45.97,204.65,22.74,,
UMBF,2014-01-01,120.66,46.36,11.54,67.11,245.66,39.58,1430.98,3.23,17.3,390.12,795.2,206.08,24.78,4.59,1367.17,445.56,16.78,18.23,41.36,6.0,20.58,,
UMBF,2013-01-01,133.97,44.22,8.39,108.63,295.2,35.73,1020.85,237.72,1944.9,1941.68,1216.03,259.47,32.13,6.29,1011.21,204.77,31.94,26.09,36.17,,43.21,,
IBOC,2022-01-01,300.23,21.82,0.45,65.44,387.94,5.72,992.03,50.51,42.13,517.43,1121.52,382.22,58.52,6.1,986.31,433.68,33.0,,75.38,,30.57,,
IBOC,2021-01-01,253.92,25.03,0.51,12.23,291.68,1.06,915.89,1.7,1896.02,1836.21,1212.0,292.74,49.99,4.62,916.95,11.34,4.41,,72.84,,2.2,,
IBOC,2020-01-01,167.32,28.32,0.74,108.75,305.13,5.82,343.71,48.34,1895.83,1778.99,1740.42,299.31,60.7,4.7,337.88,1.43,2.06,,69.93,,5.45,,
IBOC,2019-01-01,205.1,28.27,0.98,77.21,311.57,27.73,318.06,15.92,129.49,53.48,59.98,283.84,49.82,4.33,290.33,98.38,35.55,,68.67,,33.27,,
IBOC,2018-01-01,215.93,25.87,1.04,12.99,229.85,16.86,379.44,46.53,151.65,557.85,51.44,212.99,37.23,3.22,396.3,613.38,16.78,,49.6,,15.31,,
IBOC,2017-01-01,157.44,25.28,0.9,13.2,196.82,12.11,403.81,1.27,65.2,203.15,3.84,184.71,35.84,2.8,391.69,310.67,3.15,,43.59,,9.9,,
IBOC,2016-01-01,133.93,24.74,1.08,43.47,203.22,35.16,137.76,7.42,73.84,69.31,3.86,168.07,34.54,2.55,102.61,96.16,0.21,,39.57,,10.76,,
IBOC,2015-01-01,136.73,25.01,1.17,40.74,203.65,15.32,373.23,5.31,97.63,558.97,17.91,188.33,38.93,2.84,388.54,612.77,5.5,,38.52,,24.64,,
IBOC,2014-01-01,153.15,24.01,1.06,14.82,193.04,41.94,90.4,18.37,195.2,122.28,19.64,151.1,29.57,2.26,48.46,264.35,7.69,,34.76,,6.52,,
IBOC,2013-01-01,126.35,26.02,0.41,56.34,209.13,47.48,447.65,0.27,43.79,230.21,8.32,161.64,34.01,2.41,400.17,302.63,30.69,,28.89,,53.13,,
UCBI,2022-01-01,269.14,46.7,8.71,282.77,607.31,32.96,2020.18,0.0,880.83,258.78,1671.66,574.35,69.52,5.38,2029.4,708.93,69.02,35.24,86.88,6.94,70.39,,
UCBI,2021-01-01,261.27,2.06,6.55,93.56,359.32,22.24,1806.4,15.1,2344.13,2156.97,709.89,337.08,45.28,3.83,1890.68,105.14,126.44,103.07,66.91,3.45,138.86,,
UCBI,2020-01-01,159.27,8.59,7.89,0.11,158.68,17.56,1580.56,20.78,2625.56,2515.3,1093.41,141.12,24.44,1.7,1765.02,30.57,3.08,195.7,58.91,6.32,1.1,,
UCBI,2019-01-01,184.35,23.95,9.36,63.73,153.93,14.35,163.22,10.62,149.72,129.21,187.94,139.58,24.88,1.75,195.2,215.27,42.99,19.55,53.04,1.92,46.08,,
UCBI,2018-01-01,164.93,30.97,6.06,68.05,270.01,11.13,359.48,1.18,727.84,102.46,12.99,258.87,49.57,3.25,291.54,582.57,29.83,56.8,41.63,,37.03,,
UCBI,2017-01-01,67.25,27.49,5.83,107.39,207.96,19.05,45.51,1.25,287.07,65.53,96.93,188.92,42.89,2.58,70.14,325.14,48.64,53.68,26.21,10.0,48.03,,
UCBI,2016-01-01,100.64,29.97,4.5,4.81,139.91,12.3,732.33,13.29,354.3,569.4,23.02,127.62,31.57,1.77,701.94,244.24,23.35,1.91,15.85,20.0,17.68,,
UCBI,2015-01-01,71.51,22.65,4.4,14.86,113.43,4.99,400.44,0.3,194.35,334.73,47.71,108.44,33.24,1.66,430.96,154.9,14.25,35.5,14.82,,11.38,,
UCBI,2014-01-01,67.18,19.95,4.3,7.4,99.28,1.92,234.88,12.68,9.82,99.36,36.24,97.36,36.07,1.61,201.7,98.31,48.2,31.26,1.81,,48.06,,
UCBI,2013-01-01,261.06,26.39,3.05,110.92,191.65,4.2,482.79,0.8,182.43,268.89,22.25,187.46,89.58,3.19,478.59,85.67,4.68,0.0,0.0,,4.13,,
BANF,2022-01-01,193.1,22.05,1.38,12.51,226.27,19.79,1519.17,7.65,2452.3,2411.78,1118.89,206.49,37.73,6.28,1642.27,0.3,10.95,121.1,48.46,21.79,16.87,,
BANF,2021-01-01,167.63,20.04,0.2,16.06,203.93,27.25,422.89,9.4,197.22,193.71,433.11,176.68,35.74,5.42,456.11,58.05,31.69,1.13,45.14,4.84,99.85,,
BANF,2020-01-01,99.59,18.42,1.02,35.83,154.85,66.45,898.51,1.31,536.06,492.28,251.37,88.41,23.19,2.71,857.76,0.0,2.58,18.4,42.47,7.31,32.98,,
BANF,2019-01-01,134.88,15.99,0.35,7.74,158.96,27.05,50.35,0.88,274.22,234.72,444.03,131.9,32.1,4.04,8.14,0.58,13.53,77.67,39.81,7.87,49.64,,
BANF,2018-01-01,125.81,13.55,0.24,0.41,140.01,51.86,293.8,5.68,139.51,179.83,333.62,88.15,23.08,2.69,244.29,4.38,27.57,6.25,30.27,3.89,3.92,,
BANF,2017-01-01,86.44,11.79,1.42,12.94,109.75,18.01,349.78,4.84,166.99,147.45,92.59,91.74,27.25,2.88,335.82,0.4,21.21,0.0,24.78,4.04,15.1,,
BANF,2016-01-01,70.67,12.38,1.64,5.85,90.54,10.84,98.02,7.83,274.7,259.76,252.28,79.71,26.63,2.54,96.7,0.0,15.84,0.0,22.77,9.52,19.15,,
BANF,2015-01-01,66.17,11.9,1.72,1.63,78.16,11.26,265.3,2.77,106.42,128.58,315.72,66.9,23.31,2.14,254.99,3.48,1.61,4.01,21.45,4.96,2.24,,
BANF,2014-01-01,63.89,11.35,1.68,0.01,76.92,11.49,183.38,6.53,183.37,162.81,56.36,65.43,23.82,2.11,352.02,7.55,1.5,174.28,19.54,5.85,1.93,,
BANF,2013-01-01,54.32,11.08,1.36,11.34,78.09,13.9,131.08,2.49,21.31,34.63,87.61,64.19,25.43,2.1,122.57,2.22,29.51,0.0,13.58,5.39,37.0,,
CBU,2022-01-01,188.08,30.43,7.74,11.65,214.6,10.49,2138.99,15.43,422.2,259.22,1665.17,204.11,30.71,3.8,2127.58,790.24,5.95,0.92,93.39,,7.78,,
CBU,2021-01-01,189.69,30.16,6.33,23.64,202.55,13.18,1530.78,4.72,1685.2,1557.49,229.26,189.37,30.08,3.51,1487.62,41.38,12.85,29.98,91.05,,14.71,,
CBU,2020-01-01,164.68,30.64,6.42,22.25,179.48,14.4,398.72,15.61,1712.69,1660.01,1440.78,165.09,28.34,3.08,417.21,18.85,11.37,32.89,87.13,,16.12,,
CBU,2019-01-01,169.06,32.23,5.29,4.07,202.5,5.69,157.05,13.51,101.56,52.25,6.8,196.82,33.85,3.81,146.68,87.09,8.54,6.29,80.24,1.6,5.72,,
CBU,2018-01-01,168.64,34.35,6.06,12.35,221.41,12.65,17.5,18.71,122.77,248.11,9.2,208.76,37.39,4.08,33.08,72.55,16.73,2.93,71.5,,16.72,,
CBU,2017-01-01,150.72,33.46,5.14,0.36,189.67,10.82,131.37,11.32,78.07,273.86,47.18,178.86,35.27,3.53,248.56,144.81,39.7,108.15,62.31,1.78,45.02,,
CBU,2016-01-01,103.81,20.4,4.78,6.78,135.77,12.44,122.0,15.96,201.06,6.87,20.65,123.33,29.26,2.78,112.11,155.1,13.55,0.58,55.05,3.13,15.08,,
CBU,2015-01-01,91.23,17.2,4.2,6.93,119.57,12.4,274.16,17.22,238.16,169.41,14.81,107.17,29.34,2.61,287.27,36.7,2.08,25.51,49.27,,1.44,,
CBU,2014-01-01,91.35,17.81,3.99,8.95,122.1,13.38,331.13,6.58,41.29,197.78,11.25,108.73,30.52,2.68,317.93,196.09,18.34,0.92,46.18,1.1,21.72,,
CBU,2013-01-01,78.83,17.23,3.96,3.16,103.18,13.86,553.26,15.24,33.63,735.35,78.91,89.33,26.88,2.21,275.13,673.48,4.83,291.98,43.48,,8.45,,
SFBS,2022-01-01,251.44,4.12,3.21,13.79,272.63,3.65,2642.22,1.23,907.24,1036.45,3406.04,268.98,57.64,4.95,2642.91,92.98,2.36,0.0,37.47,4.34,4.71,,
SFBS,2021-01-01,207.67,4.39,1.86,52.35,266.33,9.45,1561.09,3.53,2474.2,3305.45,2010.69,256.88,66.47,4.74,1554.3,860.23,39.23,0.0,32.52,2.65,35.93,,
SFBS,2020-01-01,169.51,4.1,1.33,16.29,191.29,2.31,1411.07,3.49,2444.5,2800.59,1580.81,188.99,58.02,3.5,1350.94,380.84,16.44,0.0,28.23,57.83,16.72,,
SFBS,2019-01-01,149.18,3.95,1.1,9.98,164.28,2.36,988.35,2.12,612.69,772.78,51.3,161.92,56.03,3.02,912.43,182.02,2.39,0.0,24.05,73.56,2.46,,
SFBS,2018-01-01,136.88,3.65,0.85,26.86,168.3,2.3,754.47,2.34,821.61,790.48,204.31,166.0,63.67,3.12,755.99,13.27,42.07,0.0,20.19,3.82,70.59,,
SFBS,2017-01-01,93.03,2.85,1.17,21.36,118.46,21.15,1042.25,1.91,670.11,617.37,306.41,97.31,43.92,1.84,1012.63,44.6,20.24,0.0,10.04,8.47,27.51,,
SFBS,2016-01-01,81.43,3.06,1.2,12.79,98.52,22.21,861.65,3.19,1196.38,1194.89,431.76,76.32,40.02,1.45,820.78,3.18,29.18,0.0,7.86,18.66,7.9,,
SFBS,2015-01-01,63.26,2.6,1.27,8.87,76.27,5.54,749.48,3.8,609.75,727.98,54.77,70.73,43.39,1.36,734.87,120.32,17.18,12.38,5.88,3.31,10.9,,
SFBS,2014-01-01,51.95,1.84,3.68,7.19,65.09,1.31,549.09,58.39,378.34,523.06,39.05,63.78,48.57,1.29,539.32,89.94,12.28,0.0,3.61,8.46,12.45,,
SFBS,2013-01-01,41.2,1.84,0.94,29.8,74.2,1.35,571.69,13.62,507.92,575.17,77.67,72.85,66.55,1.72,568.01,57.32,80.16,0.0,3.68,2.34,104.01,,
BMA,2022-01-01,40773.67,15248.63,,461707.21,517729.5,24326.41,24330.24,0.0,916.97,24978.83,146201.4,493403.09,99.64,7716.5,0.0,6801.03,493.24,0.0,19094.77,3.82,568.16,,
BMA,2021-01-01,44555.59,13880.39,,28834.9,87270.88,13426.06,13495.51,0.0,3067.5,16905.02,171335.03,73844.82,19.82,1154.88,0.0,13837.52,75.2,69.45,0.0,,78.35,,
BMA,2020-01-01,76901.09,12944.07,,262050.44,351895.6,10808.65,10808.65,0.0,7662.24,20051.02,185076.77,341086.96,85.33,5334.37,0.0,12387.6,1135.6,0.0,1.18,,1607.75,,
BMA,2019-01-01,42573.55,6177.89,,20271.76,28479.68,8506.76,8506.76,613.9,5543.01,31878.08,110062.29,19972.92,8.1,302.1,0.0,8240.81,82.14,0.0,17480.36,,87.04,,
BMA,2018-01-01,1500.07,3085.77,,157840.28,159425.97,5270.16,5270.16,10426.29,2254.37,16417.06,101388.97,154155.81,119.75,2448.74,0.0,1203.08,,0.0,9448.23,,,,
BMA,2017-01-01,9132.91,2164.96,,37375.29,26077.42,4530.06,4530.06,30699.29,,35350.26,21110.37,30607.47,35.34,523.6,0.0,6475.74,,0.0,1824.77,,,,
BMA,2016-01-01,6540.83,0.0,,6088.81,12629.64,400.42,1078.23,0.0,4.72,2364.67,17145.11,12229.22,51.81,209.2,0.0,3332.02,177.34,0.0,962.63,677.81,193.15,,
BMA,2015-01-01,5009.89,0.0,,456.03,4553.86,382.21,983.48,0.0,4.84,253.87,4479.67,4171.65,24.0,71.36,0.0,249.03,1.65,0.0,0.0,601.27,1.12,,
BMA,2014-01-01,3479.53,0.0,,1000.61,4480.14,261.18,644.81,0.0,6.34,1051.89,4681.03,4218.96,33.07,72.18,11.13,447.06,120.75,0.0,598.49,394.76,127.5,,
BMA,2013-01-01,2443.56,0.0,,414.08,2029.49,174.96,275.58,0.0,1.33,76.35,2985.92,1854.53,20.25,31.73,0.0,75.0,51.8,0.0,0.02,100.62,54.48,,
FIBK,2022-01-01,202.2,55.5,9.6,267.1,534.4,10.5,949.0,199.7,2884.0,1059.7,1474.3,523.9,51.21,5.02,2950.1,2206.1,89.3,2006.9,182.1,4.7,92.61,,
FIBK,2021-01-01,192.1,44.4,8.9,36.9,282.3,10.3,2120.0,5.0,2052.6,1905.7,68.0,272.0,41.63,4.37,2112.4,40.3,5.22,0.0,101.6,2.7,14.24,,
FIBK,2020-01-01,161.2,45.1,7.5,54.5,268.3,30.2,1869.8,115.7,2553.5,2801.5,1200.0,238.1,39.9,3.77,1854.7,492.3,110.76,0.0,128.6,15.1,115.09,,
FIBK,2019-01-01,181.0,38.7,8.0,100.4,127.3,16.6,16.8,1.5,276.2,144.3,254.8,110.7,17.75,1.7,336.9,51.2,41.87,298.4,79.2,38.3,48.3,,
FIBK,2018-01-01,160.2,27.6,5.6,25.6,219.0,4.9,181.1,0.8,49.5,25.2,63.1,214.1,38.05,3.53,225.4,39.0,41.66,28.1,64.1,21.1,49.09,,
FIBK,2017-01-01,106.5,18.4,3.9,25.8,154.6,11.0,130.6,1.1,110.2,47.1,23.1,143.6,29.88,2.54,197.1,110.6,31.02,91.8,48.6,14.3,35.34,,
FIBK,2016-01-01,95.7,19.5,4.4,1.6,118.0,11.9,143.1,22.2,79.2,26.6,1.5,106.1,26.11,2.36,165.2,9.0,2.25,18.6,39.4,15.4,3.05,,
FIBK,2015-01-01,86.8,18.31,3.96,6.33,115.4,5.97,95.34,17.28,20.35,38.27,18.21,109.44,28.87,2.41,80.81,5.06,5.42,1.64,36.29,6.92,12.42,,
FIBK,2014-01-01,84.4,16.86,3.63,17.12,122.01,2.94,195.84,3.74,359.29,337.68,263.84,124.95,34.05,2.74,241.46,10.75,18.78,35.56,28.63,7.13,13.57,,
FIBK,2013-01-01,86.14,16.25,2.94,44.91,150.23,5.65,204.94,9.37,154.63,211.79,266.51,144.57,40.75,3.28,194.62,48.62,10.6,0.0,17.91,4.67,19.09,,
ASB,2022-01-01,354.62,45.09,0.0,435.36,846.57,62.71,5254.81,4.58,1157.54,4004.19,404.06,783.86,64.96,5.25,5192.1,2965.2,59.86,0.0,123.14,0.0,64.24,,
ASB,2021-01-01,333.88,46.51,0.0,132.05,529.55,52.28,1584.19,112.1,1802.77,1364.1,309.47,477.27,41.64,3.17,1534.32,210.51,3.72,2.42,116.06,0.0,3.65,,
ASB,2020-01-01,288.41,50.57,0.0,192.68,550.02,54.68,793.74,73.4,2352.94,371.02,127.3,495.34,44.91,3.24,963.85,1796.49,4.22,224.99,112.02,0.2,2.26,,
ASB,2019-01-01,311.59,58.15,0.0,189.32,574.26,67.46,1617.45,174.86,1857.95,2479.66,287.95,506.8,42.22,3.16,1133.65,335.05,15.65,551.25,111.8,0.0,17.67,,
ASB,2018-01-01,322.78,48.25,0.0,114.75,496.57,65.85,380.87,228.27,356.47,44.98,160.68,430.71,34.87,2.57,374.49,22.29,8.33,59.47,105.52,,4.8,,
