symbol,date,cash_and_equivalents,cash_and_cash_equivalents,cash_growth,receivables,inventory,other_current_assets,total_current_assets,property_plant_and_equipment,goodwill_and_intangibles,other_long_term_assets,total_long_term_assets,total_assets,accounts_payable,deferred_revenue,other_current_liabilities,total_current_liabilities,other_long_term_liabilities,total_long_term_liabilities,total_liabilities,common_stock,retained_earnings,comprehensive_income,shareholders_equity,total_liabilities_and_equity,net_cash_or_debt,net_cash_or_debt_growth,net_cash_per_share,working_capital,book_value_per_share,long_term_investments,current_debt,total_debt,debt_growth,long_term_debt,short_term_investments,goodwill,intangible_assets
XPAX,2022-01-01,0.04,0.04,87.32,,,0.23,0.28,,,0.0,222.73,223.0,0.3,2.69,2.37,5.35,9.56,9.86,15.21,0.0,14.94,,14.94,0.28,0.26,,0.01,5.08,0.54,222.73,,0.3,255.4,0.3,,,
ROC,2022-01-01,0.21,0.21,84.72,,,0.18,0.38,,,,213.48,213.86,0.48,,0.09,2.64,,,2.64,0.0,1.97,,1.97,0.67,1.86,,0.07,2.26,0.07,213.48,2.07,2.07,,,,,
TGAA,2022-01-01,0.39,0.39,60.81,,,0.11,0.51,,,0.0,222.23,222.74,0.29,,0.0,0.79,7.52,7.52,8.31,0.0,7.8,,7.8,0.51,0.11,,0.0,0.28,0.29,222.23,0.5,0.5,1086.07,,,,
CREC,2022-01-01,0.62,0.62,35.66,,,0.27,0.89,,,0.0,208.24,209.14,0.03,,0.14,0.31,7.67,7.67,7.98,0.0,6.99,,6.99,0.99,0.47,41.21,0.02,0.58,0.26,208.24,0.15,0.15,8.34,,,,
BLUA,2022-01-01,0.02,0.02,96.17,,,0.02,0.04,,,,291.53,291.57,0.56,,0.6,1.26,10.44,10.44,11.7,0.0,11.55,,11.55,0.14,0.08,,0.0,1.22,0.32,291.53,0.1,0.1,,,,,
CONX,2022-01-01,1.4,1.4,86.21,0.0,,0.02,1.42,,,,84.24,85.66,0.02,,1.78,2.14,31.04,31.04,33.17,0.0,31.76,,31.75,1.42,1.06,41.71,0.01,0.72,0.38,84.24,0.33,0.33,,,,,
CONX,2021-01-01,0.75,0.75,38.08,0.0,,0.07,0.82,,,,750.08,750.9,0.0,,0.3,0.3,52.4,52.4,52.7,0.0,51.79,,51.79,0.9,0.75,38.08,0.01,0.53,0.55,750.08,0.0,0.0,,,,,
WAVC,2022-01-01,1.11,1.11,30.55,,,0.29,1.4,,,0.0,217.98,219.37,0.45,,,0.45,7.52,7.52,7.97,0.0,6.57,,6.57,1.4,1.11,30.55,0.04,0.95,0.24,217.98,,,,,,,
AVAC,2022-01-01,0.32,0.32,68.79,,,0.23,0.55,,,,212.03,212.58,0.58,,0.06,0.64,8.78,8.78,9.42,0.0,8.71,,8.71,0.71,0.32,68.79,0.01,0.09,0.34,212.03,,,,,,,
CDAQ,2022-01-01,0.94,0.94,47.63,,,0.34,1.28,,,0.0,215.52,216.8,0.98,,0.0,0.98,8.39,8.65,9.63,0.0,8.36,,8.36,1.28,0.67,61.29,0.03,0.3,0.32,215.52,,0.27,345.83,0.27,,,
TWOA,2022-01-01,0.34,0.34,65.81,,,0.09,0.42,,,,217.27,217.69,0.0,,0.61,0.61,7.5,7.5,8.11,0.0,7.59,,7.59,0.52,0.34,65.81,0.01,0.19,0.28,217.27,,,,,,,
PHYT,2022-01-01,0.01,0.01,98.62,0.05,,0.3,0.36,,,0.0,209.65,210.01,,,0.22,0.22,11.28,11.28,11.5,0.0,11.04,,11.04,0.46,0.01,98.62,0.0,0.14,0.44,209.65,,,,,,,
DALS,2022-01-01,0.7,0.7,62.5,,,0.23,0.93,,,,202.93,203.86,0.0,,1.05,1.05,5.6,5.6,6.65,0.0,4.74,,4.74,1.91,0.7,62.5,0.03,0.12,0.18,202.93,,,,,,,
ARTE,2022-01-01,0.16,0.16,83.12,,,0.11,0.27,,,,208.24,208.51,6.21,,,6.21,2.71,2.71,8.92,0.0,7.91,,7.91,1.01,0.16,83.12,0.01,5.94,0.32,208.24,,,,,,,
PRLH,2022-01-01,0.41,0.41,69.99,,,0.17,0.58,,,,206.89,207.47,0.04,,0.19,0.23,7.0,7.0,7.23,0.0,6.65,,6.65,0.58,0.41,69.99,0.02,0.35,0.27,206.89,,,,,,,
VHNA,2022-01-01,0.05,0.05,94.55,,,0.15,0.2,,,0.0,207.09,207.29,,,1.13,1.43,6.53,6.53,7.96,0.0,7.76,,7.76,0.2,0.25,,0.01,1.23,0.31,207.09,0.3,0.3,,,,,
GTAC,2022-01-01,0.74,0.74,43.89,,,0.17,0.91,,,,206.95,207.86,0.07,,0.02,0.09,4.29,4.29,4.38,0.0,3.47,,3.47,0.91,0.74,43.89,0.03,0.82,0.14,206.95,,,,,,,
SEDA,2022-01-01,0.61,0.61,55.29,,,0.35,0.96,,,0.0,204.64,205.6,0.12,,2.25,2.37,3.04,3.04,5.41,2.64,6.98,,4.35,1.06,0.61,55.29,0.02,1.41,0.17,204.64,,,,,,,
FICV,2022-01-01,0.58,0.58,53.07,,,0.09,0.67,,,0.0,202.89,203.56,2.73,,0.02,2.75,7.77,7.77,10.52,0.0,9.85,,9.85,0.67,0.58,53.07,0.02,2.08,0.39,202.89,,,,,,,
ACAQ,2022-01-01,0.01,0.01,98.4,,,0.26,0.27,,,0.0,21.75,22.03,3.3,,0.73,4.04,10.38,10.38,14.42,0.0,13.45,,13.45,0.97,0.01,98.4,0.0,3.76,0.43,21.75,,,,,,,
SCAQ,2022-01-01,0.4,0.4,57.71,,,0.06,0.47,,,0.0,252.97,253.44,,,0.58,0.58,9.41,9.41,9.99,0.0,8.86,,8.86,1.13,0.4,57.71,0.01,0.11,0.28,252.97,0.0,0.0,,,,,
SCAQ,2021-01-01,0.95,0.95,3711.0,,,0.22,1.17,,,0.0,250.01,251.19,,,0.53,0.53,16.42,16.42,16.95,0.0,15.76,,15.76,1.19,0.95,,0.04,0.64,0.6,250.01,0.0,0.0,,,,,
LOCC,2022-01-01,0.49,0.49,73.69,,,0.37,0.86,,,,202.49,203.35,0.03,,0.42,0.46,7.88,7.88,8.33,0.0,6.95,,6.95,1.39,0.49,73.69,0.02,0.41,0.28,202.49,,,,,,,
BWC,2022-01-01,1.74,1.74,2525.78,,,0.46,2.2,,,0.0,229.41,231.61,0.33,,1.01,3.99,8.91,8.91,12.9,0.0,10.71,,10.71,2.2,0.92,,0.04,1.79,0.42,229.41,2.66,2.66,1598.63,,,,
HMA,2022-01-01,0.23,0.23,810.38,,,0.34,0.57,,,0.02,200.15,200.72,0.3,,0.42,0.72,7.68,7.68,8.4,0.13,7.16,,7.04,1.36,0.23,,0.01,0.14,0.31,200.13,0.0,0.0,,,,,
NVAC,2022-01-01,0.19,0.19,73.9,0.0,,0.32,0.51,,,0.0,194.22,194.74,0.03,,0.91,0.94,0.89,0.89,1.83,0.0,0.62,,0.62,1.21,0.19,73.9,0.04,0.42,0.12,194.22,,,,,,,
BOCN,2022-01-01,0.63,0.63,40.26,,,0.24,0.86,,,0.0,196.23,197.09,0.69,,0.0,0.69,8.85,8.85,9.54,0.0,8.68,,8.67,0.86,0.63,40.26,0.03,0.18,0.37,196.23,,,,,,,
IRRX,2022-01-01,0.05,0.05,94.61,,,0.43,0.49,,,0.0,237.54,238.03,0.08,,1.01,1.09,11.24,11.24,12.33,0.0,11.43,,11.43,0.9,0.05,94.61,0.0,0.61,0.4,237.54,,,,,,,
DSAQ,2022-01-01,1.15,1.15,10.5,,,0.11,1.27,,,,239.37,240.63,0.0,,0.75,3.05,9.38,9.38,12.43,0.0,11.08,,11.08,1.35,1.15,,0.04,1.78,0.39,239.37,2.3,2.3,,,,,
CFFS,2022-01-01,187.94,187.94,0.69,,,187.61,0.33,,,187.91,187.91,188.24,0.0,,0.61,5.1,,,5.1,0.0,4.15,,4.15,0.95,183.45,0.25,,4.76,0.18,,4.49,4.49,22.92,,,,
MPRA,2022-01-01,0.05,0.05,86.32,,,0.1,0.16,,,0.0,236.94,237.1,0.25,,1.12,2.12,0.32,0.32,2.44,0.0,1.26,,1.26,1.18,0.69,,0.02,1.96,0.04,236.94,0.74,0.74,,,,,
APCA,2022-01-01,0.31,0.31,70.69,,,0.14,0.46,,,0.0,180.24,180.7,0.13,,0.29,0.41,6.04,6.04,6.45,0.0,6.0,,5.99,0.46,0.31,70.69,0.01,0.04,0.28,180.24,,,,,,,
FNVT,2022-01-01,0.24,0.24,75.87,,,0.31,0.56,,,0.0,178.53,179.09,0.56,,0.0,1.01,,0.0,1.01,0.0,0.46,,0.46,0.56,0.21,,0.05,0.46,0.11,178.53,0.45,0.45,,0.0,,,
MNTN,2022-01-01,0.24,0.24,83.77,,,0.31,0.54,,,0.0,178.11,178.66,0.03,,1.27,1.3,6.04,6.04,7.34,0.0,6.35,,6.35,0.99,0.24,83.77,0.01,0.76,0.29,178.11,,,,,,,
BOAC,2022-01-01,0.55,0.55,62.51,,,0.2,0.76,,,,74.41,75.17,0.41,,,0.41,28.39,28.39,28.79,0.0,28.04,,28.03,0.76,0.55,62.51,0.01,0.35,0.46,74.41,,,,,,,
BOAC,2021-01-01,1.48,1.48,45.11,,,0.2,1.68,,,,607.78,609.46,0.37,,,0.37,58.81,58.81,59.17,0.0,57.5,,57.5,1.68,1.48,45.11,0.02,1.31,0.76,607.78,,,,,,,
TWCB,2022-01-01,0.77,0.77,6.21,,,0.21,0.98,,,,169.7,170.68,0.11,,0.35,0.46,13.12,13.12,13.59,0.0,11.69,,11.69,1.9,0.77,6.21,0.03,0.51,0.52,169.7,,,,,,,
TCOA,2022-01-01,0.48,0.48,79.13,0.0,,0.19,0.67,,,,176.15,176.82,0.0,,0.52,0.52,6.26,6.26,6.78,0.0,5.6,,5.6,1.18,0.48,79.13,0.02,0.16,0.26,176.15,,,,,,,
SEPA,2022-01-01,1.34,1.34,59.59,,,0.17,1.51,,,,22.47,23.98,0.06,,9.71,10.73,7.17,7.17,17.9,0.0,7.25,,7.25,10.65,0.38,54.42,0.02,9.22,0.33,22.47,0.96,0.96,,,,,
GFOR,2022-01-01,0.64,0.64,63.13,,,0.24,0.88,,,,173.49,174.37,0.18,,2.67,2.85,2.53,2.53,5.37,0.0,4.17,,4.17,1.2,0.64,63.13,0.03,1.97,0.19,173.49,,,,,,,
CLBR,2022-01-01,0.2,0.2,76.78,,,0.18,0.37,,,0.0,174.95,175.32,,,1.11,1.11,7.07,7.07,8.18,0.0,5.89,,5.89,2.29,0.2,76.78,0.01,0.74,0.27,174.95,,,,,,,
BSAQ,2022-01-01,0.03,0.03,98.26,,,0.27,0.29,,,,171.44,171.74,2.61,,,2.64,6.66,6.66,9.3,0.0,9.0,,9.0,0.29,0.01,,0.0,2.35,0.43,171.44,0.04,0.04,,,,,
SAMA,2022-01-01,0.37,0.37,66.85,,,0.12,0.49,,,0.0,168.83,169.32,1.88,,0.32,2.2,6.6,6.6,8.8,0.0,8.24,,8.24,0.56,0.37,66.85,0.02,1.71,0.4,168.83,,,,,,,
HHLA,2022-01-01,0.02,0.02,94.68,,,0.04,0.06,,,,420.09,420.16,0.52,,4.12,5.14,7.35,7.35,12.49,0.0,12.32,,12.32,0.16,0.48,,0.01,5.08,0.24,420.09,0.5,0.5,,,,,
RCAC,2022-01-01,0.78,0.78,57.9,,,0.09,0.87,,,0.0,168.76,169.63,0.07,,0.66,0.73,5.78,5.78,6.5,0.0,5.25,,5.25,1.26,0.78,53.07,0.04,0.14,0.26,168.76,0.0,0.0,,,,,
AACI,2022-01-01,0.18,0.18,73.0,,,0.06,0.24,,,0.0,150.84,151.08,3.14,,0.3,3.68,150.55,150.55,154.23,0.94,4.09,,3.15,151.08,0.07,,0.0,3.45,0.15,150.84,0.25,0.25,,,,,
FACT,2022-01-01,0.07,0.07,73.73,,,0.12,0.19,,,0.0,349.93,350.12,4.86,,,5.69,6.0,6.0,11.68,6.06,17.55,,11.49,0.19,0.76,,0.02,5.49,0.27,349.93,0.83,0.83,,,,,
PRPC,2022-01-01,0.4,0.4,56.05,,,0.07,0.47,,,0.0,408.52,408.99,0.46,,0.03,0.49,16.11,16.18,16.67,0.0,16.11,,16.1,0.57,0.33,,0.01,0.02,0.29,408.52,,0.07,96.16,0.07,,,
PRPC,2021-01-01,0.91,0.91,,,,0.88,1.78,,,0.0,402.61,404.39,0.23,,0.21,0.44,43.81,45.69,46.13,0.0,44.24,,44.24,1.89,0.97,,0.02,1.34,0.86,402.61,,1.88,,1.88,,,
JAQC,2022-01-01,0.32,0.32,76.02,,,0.23,0.55,,,0.0,159.61,160.16,,,0.8,0.8,6.33,6.33,7.13,0.0,5.9,,5.9,1.23,0.32,76.02,0.02,0.25,0.29,159.61,,,,,,,
BYTS,2022-01-01,1.05,1.05,36.59,,,0.13,1.19,,,0.0,328.23,329.41,0.08,,0.35,0.43,12.67,12.67,13.1,0.0,11.81,,11.81,1.29,1.05,36.59,0.03,0.75,0.28,328.23,,,,,,,
ALPA,2022-01-01,0.19,0.19,75.76,,,0.1,0.29,,,,156.69,156.98,1.29,,0.39,1.68,5.41,5.41,7.09,0.0,6.02,,6.02,1.07,0.19,75.76,0.01,1.4,0.3,156.69,,,,,,,
ARYE,2022-01-01,0.39,0.39,50.36,,,0.16,0.54,,,,151.6,152.14,0.1,,2.78,2.88,2.62,2.62,5.49,0.0,4.85,,4.85,0.64,0.39,50.36,0.02,2.34,0.25,151.6,,,,,,,
MCAA,2022-01-01,0.03,0.03,88.75,0.26,,0.35,0.64,,,0.0,239.43,240.07,0.13,,0.58,0.83,8.05,8.05,8.88,0.0,8.24,,8.24,0.64,0.08,,0.0,0.19,0.32,239.43,0.12,0.12,,,,,
MITA,2022-01-01,0.23,0.23,70.94,,,0.24,0.47,,,0.0,152.35,152.82,0.19,,0.01,0.2,5.95,5.95,6.15,0.0,5.68,,5.68,0.47,0.23,70.94,0.01,0.28,0.3,152.35,,,,,,,
APMI,2022-01-01,0.04,0.04,92.15,,,0.29,0.33,,,0.0,152.17,152.5,0.91,,1.28,2.19,5.58,5.58,7.77,0.0,6.54,,6.54,1.24,0.04,92.15,0.0,1.86,0.35,152.17,,,,,,,
GSQB,2022-01-01,0.68,0.68,47.8,,,0.38,1.06,,,,147.46,148.52,0.44,,0.0,0.44,5.58,5.58,6.01,0.0,4.85,,4.85,1.16,0.68,47.8,0.04,0.62,0.27,147.46,,,,,,,
LFAC,2022-01-01,0.07,0.07,79.16,,,0.56,0.63,,,0.0,266.82,267.45,0.03,,0.07,0.18,9.3,9.3,9.47,0.12,8.74,,8.62,0.86,0.01,,0.0,0.45,0.27,266.82,0.08,0.08,,,,,
SWAG,2022-01-01,16.16,25.94,20.24,14.44,6.87,1.32,48.57,1.78,6.27,0.0,8.06,56.63,4.05,0.63,8.78,13.96,2.85,3.31,17.26,38.28,1.08,,39.36,56.63,25.0,20.06,1.3,34.61,2.05,,0.49,0.95,24.67,0.46,9.78,,
SWAG,2021-01-01,32.53,32.53,4925.39,8.98,5.23,0.82,47.56,1.71,1.93,0.0,3.64,51.2,4.98,0.72,1.65,7.83,0.98,1.76,9.59,39.75,1.86,,41.61,51.2,31.27,,1.49,39.73,3.81,,0.47,1.26,69.27,0.78,0.0,,
SWAG,2020-01-01,0.65,0.65,73.46,5.68,2.5,0.45,9.27,1.81,2.22,0.01,4.03,13.3,3.27,0.56,1.9,8.0,1.85,3.68,11.68,0.0,1.63,,1.63,13.3,3.44,,0.34,1.27,0.16,,2.27,4.09,8.45,1.83,0.0,,
ITAQ,2022-01-01,0.45,0.45,2210.27,,,0.21,0.67,,,0.0,178.49,179.15,0.06,,0.9,0.96,7.56,7.56,8.52,0.0,7.16,,7.16,1.36,0.45,,0.02,0.29,0.34,178.49,0.0,0.0,,,,,
LGST,2022-01-01,0.13,0.13,62.51,,,0.15,0.27,,,0.0,356.86,357.14,0.35,,,0.35,14.71,14.71,15.06,0.0,14.78,,14.78,0.27,0.13,62.51,0.0,0.08,0.31,356.86,,,,,,,
PUCK,2022-01-01,0.01,0.01,41.37,,,0.06,0.07,,,0.0,262.22,262.29,3.02,,0.71,4.74,0.03,0.03,4.78,0.0,3.91,,3.9,0.87,1.0,,0.03,4.67,0.12,262.22,1.01,1.01,329.59,,,,
PUCK,2021-01-01,0.01,0.01,72.45,,,0.44,0.45,,,0.05,258.83,259.27,0.86,,0.0,1.09,0.37,0.37,1.47,0.34,1.28,,0.94,0.52,0.23,,0.01,0.64,0.03,258.78,0.24,0.24,122.11,,,,
LATG,2022-01-01,1.1,1.1,,,,0.17,1.27,,,0.0,134.51,135.79,0.49,,,0.49,6.28,6.28,6.77,0.0,5.49,,5.49,1.27,1.1,,0.07,0.79,0.36,134.51,0.0,0.0,,,,,
NBST,2022-01-01,0.08,0.08,80.81,,,0.05,0.13,,,0.0,129.95,130.08,0.0,,2.24,2.64,0.0,0.0,2.64,0.0,2.51,,2.51,0.13,0.32,,0.02,2.51,0.15,129.95,0.4,0.4,,,,,
FRBN,2022-01-01,0.31,0.31,70.62,,,0.2,0.51,,,0.0,131.53,132.04,0.05,,0.84,0.89,3.73,3.73,4.62,0.0,4.11,,4.11,0.51,0.31,70.62,0.02,0.38,0.26,131.53,,,,,,,
BRKH,2022-01-01,0.02,0.02,98.56,,,0.19,0.21,,,0.0,295.8,296.01,0.0,,1.3,1.3,10.06,10.06,11.36,0.0,10.15,,10.14,1.21,0.02,98.41,0.0,1.09,0.26,295.8,0.0,0.0,,,,,
TOAC,2022-01-01,0.09,0.09,91.5,,,0.32,0.41,,,0.0,239.11,239.52,0.74,,,0.74,8.55,8.55,9.29,0.0,8.88,,8.88,0.41,0.09,90.74,0.0,0.34,0.31,239.11,0.0,0.0,,,,,
IFIN,2022-01-01,0.27,0.27,73.6,,,0.09,0.37,,,,208.93,209.3,,,2.85,2.85,6.0,6.0,8.85,0.0,8.49,,8.49,0.37,0.27,73.6,0.01,2.49,0.33,208.93,,,,,,,
VAQC,2022-01-01,0.11,0.11,52.5,,,0.06,0.16,,,,456.53,456.69,0.19,,,0.49,15.75,15.75,16.24,0.0,15.98,,15.98,0.26,0.19,,0.0,0.33,0.28,456.53,0.3,0.3,,,,,
ARYD,2022-01-01,0.09,0.09,81.84,,,0.06,0.15,,,0.0,151.63,151.78,0.16,,5.99,6.27,2.62,2.62,8.89,0.0,8.64,,8.64,0.25,0.03,,0.0,6.12,0.45,151.63,0.12,0.12,,,,,
ARYD,2021-01-01,0.5,0.5,,,,0.37,0.87,,,0.0,149.55,150.42,0.17,,5.81,5.99,5.23,5.23,11.22,0.0,10.3,,10.3,0.92,0.5,,0.03,5.12,0.62,149.55,0.0,0.0,,,,,
FMIV,2022-01-01,0.05,0.05,96.46,,,0.09,0.14,,,,340.05,340.19,0.0,,2.42,2.42,12.02,12.02,14.44,0.0,13.8,,13.8,0.64,0.05,96.46,0.0,2.28,0.32,340.05,,,,,,,
SMAP,2022-01-01,0.22,0.22,76.13,,,0.16,0.39,,,0.0,118.74,119.13,0.02,,,,,,0.55,0.5,0.38,,0.12,0.67,0.22,76.13,0.01,,0.01,118.74,,,,,,,
FLME,2022-01-01,0.1,0.1,68.94,,,0.09,0.19,,,0.0,290.72,290.91,4.63,,0.33,6.74,12.15,12.15,18.89,0.0,18.33,,18.33,0.56,1.68,,0.05,6.55,0.51,290.72,1.78,1.78,86.14,,,,
VCXB,2022-01-01,0.07,0.07,,,,0.13,0.19,,,0.0,308.66,308.85,0.68,,1.68,2.61,14.28,14.28,16.89,0.0,16.59,,16.59,0.29,0.18,,0.02,2.41,1.67,308.66,0.25,0.25,85.5,,,,
KRNL,2022-01-01,0.09,0.09,80.4,,,0.04,0.14,,,,309.23,309.37,0.85,,2.12,2.97,10.84,10.84,13.81,0.0,13.57,,13.57,0.24,0.09,80.4,0.01,2.83,0.45,309.23,,,,,,,
KYCH,2022-01-01,0.12,0.12,1156.23,,,0.17,0.28,,,0.0,117.85,118.13,0.17,,,0.17,117.85,117.85,118.02,0.99,0.87,,0.12,118.13,0.12,,0.01,0.12,0.01,117.85,0.0,0.0,,,,,
GLLI,2022-01-01,0.08,0.08,89.93,,,0.21,0.29,,,0.0,118.41,118.7,0.31,,0.47,0.78,4.11,4.11,4.89,0.0,4.06,,4.05,0.83,0.08,89.93,0.01,0.49,1.18,118.41,,,,,,,
ROSS,2022-01-01,0.03,0.03,97.2,,,0.04,0.07,,,,350.33,350.4,1.81,,3.73,5.55,12.95,12.95,18.49,0.0,18.32,,18.32,0.17,0.03,97.2,0.0,5.48,0.42,350.33,,,,,,,
ALSA,2022-01-01,0.11,118.34,2.56,,,0.0,118.34,,,,,118.34,0.02,,3.07,4.63,,,4.63,0.0,4.52,,4.52,0.11,116.81,1.23,7.94,113.71,0.31,,1.53,1.53,,,118.23,,
BCSA,2022-01-01,0.25,0.25,32.96,,,0.38,0.64,,,,310.26,310.9,3.7,,0.32,4.55,12.86,12.86,17.41,0.0,16.67,,16.67,0.74,0.27,,0.01,3.91,0.4,310.26,0.53,0.53,,,,,
ROCL,2022-01-01,0.69,119.06,13145.7,,,0.15,119.22,,,,0.0,119.22,,,0.65,0.65,117.81,117.81,118.46,0.21,0.55,,0.76,119.22,119.06,13145.7,8.03,118.57,0.05,0.0,,,,,118.38,,
TGVC,2022-01-01,0.15,0.15,77.88,,,0.14,0.29,,,0.0,118.96,119.24,1.56,,0.27,1.83,,,1.83,1.04,1.93,,0.89,0.94,0.15,77.88,0.01,1.54,0.06,118.96,,,,,,,
WEL,2022-01-01,0.44,0.44,75.18,,,0.37,0.8,,,,118.99,119.79,0.08,,0.21,0.29,4.03,4.03,4.32,0.0,3.52,,3.52,0.8,0.44,75.18,0.03,0.51,0.24,118.99,,,,,,,
FEXD,2022-01-01,0.01,0.01,98.31,,,0.04,0.05,,,0.0,118.99,119.03,0.99,,0.29,1.81,4.78,4.78,6.59,0.0,5.95,,5.95,0.64,0.52,,0.04,1.76,0.41,118.99,0.53,0.53,,,,,
ADRT,2022-01-01,0.21,0.21,88.83,,,0.39,0.6,,,0.04,118.23,118.83,0.06,,0.49,0.55,3.45,3.45,4.0,0.0,2.97,,2.97,1.03,0.21,88.83,0.07,0.05,1.03,118.19,,,,,,,
ANZU,2022-01-01,0.11,0.11,28.08,,,0.11,0.22,,,0.35,430.4,430.62,1.18,,4.63,7.31,11.48,11.48,18.79,0.0,17.92,,17.91,0.87,1.39,,0.03,7.09,0.34,430.05,1.5,1.5,,,,,
INTE,2022-01-01,0.6,0.6,54.09,,,0.23,0.84,,,0.0,118.06,118.9,,,0.29,0.29,8.84,8.84,9.12,0.0,7.96,,7.96,1.16,0.6,54.09,0.04,0.55,0.55,118.06,,,,,,,
LHC,2022-01-01,0.0,0.0,99.63,,,0.02,0.02,,,0.0,380.36,380.38,0.44,,0.18,0.62,13.45,13.45,14.07,0.0,13.95,,13.95,0.12,0.0,99.63,0.0,0.6,0.3,380.36,0.0,0.0,,,,,
LHC,2021-01-01,0.16,0.16,,,,0.45,0.62,,,0.0,375.03,375.65,0.07,,0.0,0.07,22.43,22.43,22.5,0.0,21.85,,21.85,0.65,0.16,,0.0,0.55,0.48,375.03,0.0,0.0,,,,,
MBAC,2022-01-01,0.12,0.12,87.35,0.0,,0.44,0.57,,,0.0,404.1,404.67,0.02,,1.42,1.43,14.73,14.73,16.16,0.0,15.51,,15.51,0.65,0.12,87.35,0.0,0.86,0.31,404.1,,,,,,,
NSTD,2022-01-01,0.21,0.21,79.6,,,0.02,0.23,,,,402.43,402.66,,,0.81,0.81,14.99,14.99,15.79,0.0,14.78,,14.78,1.02,0.21,79.6,0.0,0.58,0.3,402.43,,,,,,,
AOGO,2022-01-01,0.05,0.05,94.54,,,0.08,0.13,,,,105.94,106.08,0.15,,0.84,0.99,3.62,3.62,4.61,0.0,4.48,,4.48,0.13,0.05,94.54,0.02,0.86,1.46,105.94,,,,,,,
LCA,2022-01-01,1.56,1.56,3671.62,,,0.2,1.76,,,,13.85,15.61,0.8,,1.43,3.8,2.08,2.08,5.89,0.0,4.13,,4.13,1.76,0.02,,0.0,2.05,0.33,13.85,1.57,1.57,84.34,,,,
FRLA,2022-01-01,0.17,0.17,79.66,,,0.03,0.2,,,,101.94,102.14,0.16,,0.52,1.41,3.5,3.5,4.92,0.0,4.33,,4.33,0.58,0.56,,0.06,1.21,0.44,101.94,0.73,0.73,,,,,
PLMI,2022-01-01,0.09,0.09,19.42,,,0.04,0.13,,,0.0,323.91,324.04,2.88,,,3.88,11.55,11.55,15.43,0.0,15.3,,15.3,0.13,0.91,,0.02,3.75,0.38,323.91,1.0,1.0,,,,,
TLGA,2022-01-01,0.02,0.02,59.27,,,0.11,0.13,,,,80.95,81.07,0.28,,5.53,8.14,14.8,14.8,22.94,0.0,21.6,,21.6,1.33,2.31,,0.05,8.01,0.43,80.95,2.33,2.33,153.3,,,,
FSRX,2022-01-01,0.06,0.61,46.96,,,0.03,0.64,,,0.0,303.51,304.15,0.05,,0.4,0.45,10.6,10.6,11.04,0.0,10.1,,10.1,0.94,0.61,46.96,0.02,0.19,0.26,303.51,,,,,0.55,,
PIAI,2022-01-01,0.12,0.12,82.66,,,0.03,0.14,,,,69.78,69.92,0.76,,1.26,3.48,0.33,0.33,3.81,0.0,3.56,,3.56,0.24,1.35,,0.04,3.33,0.11,69.78,1.46,1.46,,,,,
PIAI,2021-01-01,0.67,0.67,58.39,,,0.11,0.78,,,,324.21,324.99,0.33,,0.16,0.49,20.27,20.27,20.75,0.0,19.85,,19.85,0.9,0.67,58.39,0.02,0.29,0.49,324.21,0.0,0.0,,,,,
FRXB,2022-01-01,0.15,0.15,81.74,,,0.04,0.2,,,0.0,354.61,354.81,0.07,,0.76,0.83,18.96,18.96,19.8,0.0,18.8,,18.8,0.99,0.15,81.74,0.0,0.64,0.43,354.61,,,,,,,
TWLV,2022-01-01,0.35,0.35,53.09,,,0.04,0.39,,,0.0,349.47,349.85,0.41,,0.98,1.43,0.19,0.19,1.62,0.0,0.46,,0.46,1.16,0.32,55.8,0.01,1.04,0.01,349.47,0.04,0.04,1.54,,,,
TWLV,2021-01-01,0.75,0.75,904.0,,,0.04,0.79,,,0.0,345.02,345.81,0.33,,0.0,0.36,5.9,5.9,6.27,0.0,5.46,,5.46,0.81,0.71,,0.02,0.42,0.14,345.02,0.04,0.04,77.07,,,,
LIVB,2022-01-01,0.0,0.0,23.44,,,0.19,0.19,,,0.01,118.52,118.71,,,3.11,6.52,,,6.52,0.0,6.32,,6.32,0.21,3.41,,0.28,6.33,0.51,118.51,3.42,3.42,3315.47,,,,
FZT,2022-01-01,0.55,0.55,5.51,,,0.07,0.62,,,,224.66,225.28,2.61,,0.22,3.92,14.39,14.39,18.31,0.0,17.5,,17.5,0.81,0.54,,0.02,3.3,0.63,224.66,1.09,1.09,,,,,
IOAC,2022-01-01,0.01,0.01,98.93,,,0.21,0.22,,,0.0,237.99,238.21,6.43,,,6.93,12.1,12.1,19.03,0.0,18.81,,18.81,0.22,0.49,,0.02,6.71,0.59,237.99,0.5,0.5,,,,,
SGHL,2022-01-01,103.95,103.95,8884841.54,,,103.22,0.73,,,103.46,103.46,104.19,0.0,,0.63,0.63,,,0.63,1.0,0.36,,0.64,1.27,103.95,,9.25,0.1,0.06,,0.0,0.0,,,,,
GFX,2022-01-01,0.02,0.02,101.47,,,0.09,0.12,,,,42.56,42.68,2.18,,0.37,2.54,9.63,10.11,12.66,4.26,16.39,,12.13,0.52,0.46,,0.01,2.43,0.29,42.56,,0.48,85.9,0.48,,,
GFX,2021-01-01,0.01,0.01,98.8,,,0.19,0.21,,,,345.17,345.38,0.26,,0.0,0.26,28.53,28.79,29.05,0.0,28.68,,28.67,0.38,0.25,,0.01,0.05,0.67,345.17,,0.26,,0.26,,,
